tenure,monthly_charges,total_charges,contract_type,tech_support,internet_service,payment_method,num_support_calls,senior_citizen,paperless_billing,churn
42,94.39,3654.39,One year,No,No,Electronic check,1,0,Yes,1
26,111.92,2710.82,Month-to-month,No,Fiber optic,Credit card,1,0,No,1
14,62.38,788.63,Two year,No,Fiber optic,Electronic check,3,0,Yes,0
57,54.21,2970.31,One year,Yes,No,Bank transfer,2,0,No,0
37,116.16,4131.59,One year,Yes,DSL,Credit card,2,1,Yes,0
58,64.49,3637.75,Month-to-month,No,No,Bank transfer,1,0,Yes,0
21,68.9,1303.8,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
69,55.16,3736.71,Month-to-month,Yes,DSL,Bank transfer,3,0,No,0
3,110.95,324.15,Month-to-month,No,Fiber optic,Mailed check,2,1,Yes,0
37,76.9,2600.86,One year,Yes,Fiber optic,Bank transfer,0,0,No,0
49,96.22,4407.2,Month-to-month,Yes,Fiber optic,Electronic check,2,0,Yes,1
19,101.18,1852.93,Month-to-month,Yes,No,Electronic check,2,0,No,0
12,54.18,617.38,Month-to-month,No,DSL,Credit card,3,0,No,1
61,63.37,3523.5,One year,No,DSL,Electronic check,1,1,Yes,0
41,104.85,3906.51,Two year,Yes,DSL,Electronic check,2,0,Yes,0
33,56.33,1818.27,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
50,99.39,4550.06,Month-to-month,Yes,DSL,Electronic check,2,0,Yes,1
68,114.1,7116.44,Month-to-month,No,No,Mailed check,3,0,Yes,0
71,82.32,5745.9,One year,Yes,DSL,Mailed check,2,0,No,0
33,94.16,2986.76,One year,No,Fiber optic,Mailed check,1,0,Yes,0
24,100.51,2316.89,Two year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
61,104.5,6042.61,Month-to-month,No,No,Mailed check,1,0,No,0
61,59.51,3473.65,Two year,Yes,No,Bank transfer,2,0,Yes,0
28,25.13,675.62,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
58,60.19,3479.79,One year,Yes,No,Bank transfer,4,0,Yes,0
43,87.38,3465.38,Month-to-month,Yes,Fiber optic,Credit card,3,0,Yes,0
41,65.04,2457.19,Two year,No,No,Credit card,3,0,Yes,0
39,94.9,3352.17,Month-to-month,No,Fiber optic,Bank transfer,2,0,No,0
49,55.7,2636.01,One year,No,DSL,Credit card,2,0,Yes,0
17,83.47,1355.0,Two year,No,Fiber optic,Electronic check,1,1,No,0
70,38.64,2464.41,Month-to-month,No,Fiber optic,Mailed check,1,0,No,0
70,94.94,6223.49,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,0
65,74.57,4448.94,Two year,Yes,DSL,Credit card,0,1,Yes,0
5,40.41,188.54,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,1
2,49.19,97.9,Month-to-month,No,No,Electronic check,0,0,No,0
22,94.86,2020.83,Month-to-month,Yes,DSL,Mailed check,3,0,Yes,0
57,68.26,3504.68,One year,No,Fiber optic,Electronic check,2,0,Yes,0
66,41.6,2540.37,Month-to-month,Yes,Fiber optic,Bank transfer,3,1,No,1
16,116.73,1682.85,Month-to-month,Yes,No,Credit card,3,0,No,0
51,91.51,4533.94,Month-to-month,No,No,Credit card,2,0,Yes,0
39,115.71,4273.26,Month-to-month,No,Fiber optic,Credit card,0,0,No,1
40,62.71,2506.9,Two year,Yes,Fiber optic,Electronic check,2,0,Yes,0
38,67.51,2497.03,Two year,Yes,DSL,Electronic check,1,0,Yes,0
60,109.8,6270.4,One year,No,Fiber optic,Mailed check,1,0,No,0
59,72.5,4193.96,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,1
10,90.73,880.52,Two year,No,No,Mailed check,1,0,No,0
64,45.22,2675.22,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,1
63,64.67,3882.83,Month-to-month,No,DSL,Credit card,2,0,No,1
49,32.34,1514.3,Two year,No,Fiber optic,Electronic check,0,0,Yes,1
64,40.6,2455.81,One year,No,DSL,Bank transfer,1,0,Yes,0
32,20.09,590.11,One year,No,DSL,Mailed check,2,0,No,0
7,23.93,154.5,One year,No,DSL,Bank transfer,3,0,Yes,0
21,117.73,2294.58,Month-to-month,No,DSL,Credit card,3,0,Yes,0
20,44.24,797.23,Month-to-month,No,No,Mailed check,0,1,Yes,0
26,86.33,2225.94,One year,No,DSL,Electronic check,1,0,Yes,0
68,103.91,6844.08,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,1
15,75.07,1091.1,Month-to-month,Yes,No,Credit card,0,0,Yes,0
14,35.31,473.2,One year,Yes,Fiber optic,Mailed check,2,0,Yes,1
27,92.81,2428.02,One year,Yes,DSL,Credit card,0,0,Yes,0
40,80.03,3195.39,Month-to-month,Yes,DSL,Mailed check,0,1,No,0
58,93.13,5069.43,One year,No,DSL,Bank transfer,0,0,No,0
28,96.97,2637.11,Two year,No,DSL,Electronic check,2,0,Yes,1
26,117.54,2860.31,One year,No,DSL,Credit card,1,0,Yes,0
63,77.36,4802.67,Month-to-month,No,Fiber optic,Bank transfer,2,0,No,1
66,54.16,3523.81,Month-to-month,No,DSL,Credit card,1,1,Yes,1
25,84.85,2100.52,Month-to-month,No,Fiber optic,Mailed check,3,0,Yes,0
3,26.84,72.51,Month-to-month,No,No,Credit card,3,1,No,1
44,109.74,4489.69,Month-to-month,Yes,Fiber optic,Credit card,1,1,Yes,1
42,31.94,1225.3,Month-to-month,No,No,Electronic check,1,0,Yes,1
6,52.78,299.39,Month-to-month,No,Fiber optic,Bank transfer,3,0,Yes,1
39,101.57,3761.37,Two year,Yes,Fiber optic,Mailed check,0,0,Yes,0
52,79.73,3837.46,Month-to-month,No,Fiber optic,Electronic check,1,1,Yes,1
23,59.36,1327.52,One year,No,DSL,Credit card,0,0,No,0
50,67.34,3121.13,One year,Yes,DSL,Electronic check,1,0,No,0
43,105.45,4468.1,Month-to-month,No,Fiber optic,Credit card,4,0,Yes,0
19,54.0,941.63,Two year,Yes,Fiber optic,Mailed check,2,0,No,0
69,106.96,6913.24,One year,Yes,Fiber optic,Credit card,2,1,No,0
51,28.81,1413.81,Month-to-month,No,No,Electronic check,3,0,Yes,1
11,97.68,1032.07,One year,No,Fiber optic,Electronic check,1,0,Yes,0
12,104.75,1141.11,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
8,38.18,300.74,One year,No,Fiber optic,Bank transfer,0,0,No,0
24,63.03,1451.92,Month-to-month,Yes,No,Electronic check,2,0,Yes,0
41,36.55,1479.05,Two year,No,No,Bank transfer,3,0,No,0
36,90.66,3220.56,Month-to-month,No,No,Bank transfer,0,0,Yes,1
55,73.53,3860.51,One year,No,DSL,Bank transfer,3,0,Yes,0
9,83.53,745.06,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
47,39.65,1835.3,One year,No,DSL,Electronic check,5,0,No,0
15,41.17,614.96,One year,No,DSL,Electronic check,2,0,Yes,0
48,24.15,1141.87,Month-to-month,No,No,Bank transfer,2,1,Yes,1
42,52.21,2153.61,One year,No,DSL,Electronic check,5,0,Yes,1
60,75.97,4316.32,Month-to-month,Yes,No,Bank transfer,2,0,No,0
70,105.79,6821.79,Two year,No,DSL,Bank transfer,2,1,No,0
12,86.69,1030.99,Month-to-month,No,No,Bank transfer,0,0,Yes,0
2,63.54,123.55,Two year,Yes,DSL,Credit card,0,1,No,0
7,115.31,749.19,Two year,No,Fiber optic,Mailed check,2,1,Yes,1
3,91.92,257.59,Month-to-month,No,DSL,Electronic check,2,0,Yes,0
3,113.02,328.42,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
27,72.76,1861.94,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
40,45.89,1667.0,Two year,Yes,Fiber optic,Credit card,3,0,Yes,0
33,25.28,762.62,Month-to-month,No,DSL,Credit card,0,1,No,1
1,92.61,90.25,Month-to-month,No,DSL,Electronic check,2,1,No,1
8,32.13,239.78,Two year,Yes,DSL,Bank transfer,2,0,No,0
32,50.28,1529.74,Month-to-month,Yes,Fiber optic,Electronic check,0,0,No,1
48,73.25,3433.94,One year,Yes,No,Bank transfer,2,0,No,0
4,76.44,298.15,Month-to-month,No,No,Bank transfer,2,0,Yes,0
70,80.06,5137.38,Month-to-month,No,DSL,Mailed check,2,0,No,1
19,36.63,633.22,One year,No,Fiber optic,Bank transfer,2,1,Yes,0
32,57.97,1779.2,Month-to-month,No,Fiber optic,Mailed check,5,0,No,1
9,81.72,716.48,Month-to-month,No,DSL,Electronic check,3,0,Yes,1
12,116.98,1284.31,Two year,Yes,Fiber optic,Electronic check,2,0,Yes,0
11,92.76,956.28,Month-to-month,No,Fiber optic,Credit card,0,0,No,0
46,112.26,5096.97,Two year,No,DSL,Mailed check,0,0,No,1
16,96.22,1530.93,Two year,No,DSL,Electronic check,1,0,Yes,1
1,79.17,74.85,Month-to-month,No,DSL,Mailed check,1,0,Yes,0
63,39.2,2242.28,Month-to-month,No,Fiber optic,Electronic check,4,0,Yes,1
21,86.67,1684.97,One year,No,DSL,Mailed check,1,0,No,0
30,82.34,2280.73,Month-to-month,Yes,DSL,Mailed check,2,0,Yes,1
13,80.25,963.85,Month-to-month,No,DSL,Bank transfer,4,0,Yes,0
34,68.98,2226.62,One year,Yes,DSL,Electronic check,1,1,Yes,0
4,72.87,279.33,Month-to-month,Yes,DSL,Credit card,2,0,Yes,0
28,53.44,1365.02,Two year,No,No,Bank transfer,5,0,Yes,1
59,71.93,4196.91,Month-to-month,Yes,DSL,Credit card,1,0,No,1
27,39.76,1032.72,Month-to-month,Yes,Fiber optic,Mailed check,2,0,No,0
69,100.52,6656.54,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,Yes,1
25,38.58,963.27,Two year,No,Fiber optic,Mailed check,1,0,No,1
3,28.5,82.32,One year,No,Fiber optic,Electronic check,0,0,Yes,0
68,63.62,4295.43,Two year,No,DSL,Electronic check,1,0,Yes,0
25,85.83,1992.6,Month-to-month,Yes,No,Credit card,1,0,Yes,0
20,63.77,1178.49,Month-to-month,No,Fiber optic,Electronic check,0,0,Yes,1
34,47.68,1542.74,Month-to-month,No,No,Credit card,2,1,No,1
26,75.82,1874.45,Month-to-month,Yes,Fiber optic,Mailed check,1,1,Yes,1
5,54.7,252.34,One year,No,No,Bank transfer,1,0,No,0
61,113.29,6703.13,One year,No,Fiber optic,Electronic check,2,0,No,0
9,112.26,912.3,Month-to-month,Yes,No,Mailed check,0,0,No,0
50,70.24,3403.35,Two year,No,Fiber optic,Bank transfer,1,0,No,0
6,52.79,299.55,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
60,93.71,5447.74,Two year,Yes,Fiber optic,Credit card,2,0,Yes,1
44,23.67,987.02,Month-to-month,Yes,No,Mailed check,2,0,Yes,0
11,67.48,740.6,Month-to-month,Yes,No,Credit card,3,0,Yes,1
66,53.63,3304.09,Month-to-month,Yes,DSL,Credit card,3,0,No,0
47,112.05,5257.17,Month-to-month,No,Fiber optic,Electronic check,0,1,Yes,1
3,21.2,57.65,One year,No,DSL,Credit card,2,0,No,0
30,75.28,2186.98,Month-to-month,Yes,Fiber optic,Credit card,0,1,Yes,1
21,94.07,1867.65,Month-to-month,No,DSL,Mailed check,0,1,Yes,1
28,68.5,1883.89,One year,Yes,DSL,Credit card,2,0,Yes,0
62,28.54,1732.25,One year,Yes,No,Credit card,1,0,No,0
33,117.25,3791.95,Two year,Yes,DSL,Mailed check,1,0,Yes,0
35,71.8,2285.51,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
52,81.42,4158.63,One year,No,Fiber optic,Electronic check,3,0,Yes,0
34,43.66,1367.77,One year,Yes,DSL,Mailed check,3,0,Yes,1
41,68.35,2529.31,Month-to-month,Yes,DSL,Credit card,2,0,Yes,1
51,62.91,2957.43,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,0
47,27.49,1224.75,Month-to-month,No,DSL,Bank transfer,3,0,Yes,1
58,30.62,1730.16,Month-to-month,Yes,No,Mailed check,1,0,Yes,0
57,103.75,5451.67,Month-to-month,Yes,No,Mailed check,3,0,No,0
23,43.98,921.82,Month-to-month,No,DSL,Mailed check,6,0,No,1
48,39.5,1828.88,One year,No,DSL,Mailed check,1,0,Yes,0
22,70.49,1548.28,One year,Yes,Fiber optic,Credit card,3,1,Yes,0
17,96.87,1581.06,Two year,No,Fiber optic,Mailed check,4,0,Yes,0
69,26.19,1751.28,One year,No,DSL,Bank transfer,1,0,No,0
11,77.68,816.98,Month-to-month,No,DSL,Mailed check,2,0,Yes,1
15,31.92,468.38,Two year,No,Fiber optic,Mailed check,2,0,Yes,0
35,23.65,825.75,Two year,No,No,Credit card,0,0,Yes,0
33,25.27,795.89,Month-to-month,No,Fiber optic,Credit card,5,0,Yes,1
16,103.42,1558.22,One year,Yes,Fiber optic,Mailed check,1,1,Yes,0
34,31.8,1066.1,Two year,Yes,No,Credit card,3,0,No,0
66,24.52,1613.42,Month-to-month,No,Fiber optic,Credit card,4,0,Yes,1
40,63.79,2329.4,Two year,Yes,Fiber optic,Mailed check,0,0,Yes,1
28,104.4,2799.89,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,0
47,46.24,2128.18,Month-to-month,No,No,Electronic check,2,0,No,0
39,62.17,2311.48,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
70,23.99,1580.09,One year,No,No,Electronic check,1,0,Yes,1
20,64.91,1253.44,Two year,Yes,Fiber optic,Credit card,3,0,No,0
1,77.76,72.08,Two year,No,Fiber optic,Electronic check,3,0,No,0
63,77.09,4540.57,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
67,53.24,3564.33,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,0
4,51.55,198.7,Two year,No,Fiber optic,Bank transfer,1,0,Yes,0
58,30.66,1755.68,One year,Yes,DSL,Credit card,4,0,No,0
25,56.68,1389.76,Month-to-month,No,Fiber optic,Electronic check,3,0,Yes,1
47,29.95,1358.7,Month-to-month,No,DSL,Bank transfer,2,1,Yes,1
38,96.66,3614.58,One year,Yes,No,Credit card,1,0,Yes,0
15,116.63,1624.74,One year,No,DSL,Electronic check,1,0,Yes,0
63,117.01,7104.13,Month-to-month,No,No,Mailed check,5,0,Yes,1
21,106.51,2145.14,Month-to-month,Yes,Fiber optic,Electronic check,2,0,No,1
57,80.08,4392.21,Two year,Yes,DSL,Electronic check,2,0,Yes,0
53,90.09,4377.81,One year,No,Fiber optic,Electronic check,2,0,No,0
46,48.52,2070.61,Month-to-month,No,DSL,Mailed check,2,1,Yes,0
14,83.08,1080.15,Month-to-month,No,DSL,Bank transfer,4,0,No,0
17,65.56,1070.16,One year,No,Fiber optic,Bank transfer,1,0,No,0
39,68.2,2652.5,Month-to-month,No,DSL,Mailed check,0,0,Yes,1
9,95.78,858.06,Month-to-month,No,No,Electronic check,0,0,Yes,1
6,48.19,266.79,Month-to-month,No,DSL,Electronic check,1,0,Yes,1
23,51.8,1108.58,Month-to-month,No,Fiber optic,Electronic check,3,1,Yes,1
59,112.46,5995.55,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
46,25.62,1107.67,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,Yes,1
38,68.56,2562.21,One year,No,Fiber optic,Mailed check,2,0,No,0
14,111.28,1544.79,Month-to-month,Yes,Fiber optic,Credit card,3,1,No,0
62,81.04,4640.86,Month-to-month,No,Fiber optic,Mailed check,1,1,Yes,1
35,74.64,2420.6,Month-to-month,No,Fiber optic,Bank transfer,4,0,No,0
19,44.97,787.86,Two year,Yes,DSL,Electronic check,1,0,No,0
30,54.33,1523.97,Two year,No,Fiber optic,Electronic check,4,0,Yes,1
25,105.2,2578.65,Month-to-month,No,DSL,Electronic check,2,1,Yes,1
40,75.92,2929.56,One year,No,DSL,Electronic check,5,0,Yes,0
14,71.47,979.16,One year,Yes,Fiber optic,Credit card,3,0,Yes,1
26,29.96,746.48,Two year,Yes,Fiber optic,Mailed check,1,1,Yes,0
22,21.6,439.93,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
48,116.37,5154.54,One year,No,Fiber optic,Bank transfer,1,0,No,0
51,57.7,2651.08,Month-to-month,Yes,DSL,Mailed check,2,0,No,0
3,80.32,235.68,Month-to-month,Yes,DSL,Credit card,0,0,Yes,0
42,27.97,1156.78,Two year,No,DSL,Credit card,0,0,No,0
19,88.31,1639.01,Month-to-month,No,Fiber optic,Credit card,2,0,No,0
28,113.26,2877.75,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
45,77.57,3407.65,Month-to-month,No,DSL,Bank transfer,5,0,No,1
71,32.61,2094.38,One year,No,Fiber optic,Credit card,1,0,Yes,0
63,78.17,4484.24,One year,Yes,Fiber optic,Mailed check,1,1,Yes,0
19,96.63,1733.24,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
47,60.64,2700.78,Two year,Yes,Fiber optic,Mailed check,0,0,Yes,0
14,107.98,1483.92,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,0
38,84.87,3121.71,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
53,109.92,5332.5,Two year,Yes,DSL,Mailed check,2,1,No,0
61,82.35,4634.62,Month-to-month,No,DSL,Credit card,2,0,No,0
36,33.13,1107.48,Month-to-month,No,DSL,Mailed check,1,0,Yes,0
40,50.97,1860.13,Month-to-month,Yes,Fiber optic,Electronic check,0,1,Yes,1
30,40.18,1119.53,Two year,No,No,Credit card,1,0,No,0
9,110.88,970.84,Month-to-month,Yes,Fiber optic,Electronic check,3,0,Yes,0
64,96.04,5680.28,Two year,No,DSL,Electronic check,2,1,Yes,0
33,87.64,2844.5,One year,No,Fiber optic,Credit card,2,0,Yes,1
52,50.1,2467.0,Month-to-month,Yes,No,Mailed check,3,0,No,0
14,38.4,501.2,One year,No,No,Bank transfer,2,0,No,0
53,95.65,4771.58,Month-to-month,Yes,Fiber optic,Electronic check,1,1,No,1
59,67.42,3862.22,Month-to-month,No,No,Credit card,3,0,Yes,1
41,42.58,1661.42,One year,No,DSL,Electronic check,1,0,No,1
68,81.66,5001.63,Two year,Yes,DSL,Mailed check,2,1,Yes,0
68,24.03,1621.35,Month-to-month,Yes,DSL,Credit card,0,0,Yes,0
8,52.62,381.64,Month-to-month,No,Fiber optic,Bank transfer,0,0,Yes,1
2,66.86,132.9,Month-to-month,No,DSL,Credit card,5,0,No,0
41,34.8,1288.14,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,1
55,118.47,6366.62,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,0
16,40.91,624.1,Month-to-month,Yes,DSL,Credit card,4,1,No,1
62,33.04,1947.23,One year,Yes,No,Electronic check,1,0,No,0
48,40.35,1757.22,Month-to-month,No,DSL,Bank transfer,0,0,No,0
30,96.91,2685.98,Month-to-month,Yes,Fiber optic,Mailed check,1,0,Yes,1
12,62.55,733.9,Two year,No,Fiber optic,Credit card,3,0,No,1
35,76.54,2649.77,Two year,No,DSL,Bank transfer,0,0,No,0
11,22.1,231.65,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
64,23.44,1403.15,Month-to-month,No,No,Electronic check,0,0,Yes,1
50,64.58,2925.46,One year,No,No,Bank transfer,2,1,Yes,0
21,101.67,2067.21,Month-to-month,No,No,Bank transfer,1,0,Yes,0
69,108.52,6947.59,Month-to-month,No,DSL,Credit card,2,0,Yes,0
48,28.67,1246.11,One year,No,Fiber optic,Electronic check,0,0,Yes,0
20,73.84,1427.45,Month-to-month,No,DSL,Credit card,1,0,Yes,0
67,111.32,7074.87,Month-to-month,Yes,DSL,Electronic check,1,1,Yes,1
44,58.8,2331.57,Month-to-month,No,DSL,Mailed check,1,0,No,1
33,102.96,3095.6,Month-to-month,No,DSL,Credit card,1,0,Yes,1
61,33.37,1974.34,Month-to-month,No,No,Electronic check,1,0,Yes,1
9,113.54,926.18,Two year,No,DSL,Electronic check,0,0,No,1
68,95.14,6382.8,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
35,114.13,3719.46,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
65,87.66,5178.63,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,0
8,56.34,439.89,Two year,No,No,Mailed check,1,0,No,0
45,113.82,4878.32,Month-to-month,Yes,DSL,Electronic check,8,0,No,1
47,47.56,2080.33,Month-to-month,No,Fiber optic,Bank transfer,6,0,No,1
40,53.22,2002.37,Two year,No,Fiber optic,Electronic check,0,0,No,0
54,90.08,4388.3,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,1
46,96.53,4290.61,Month-to-month,Yes,Fiber optic,Electronic check,2,0,No,0
47,112.94,4971.52,Month-to-month,No,No,Credit card,2,0,No,0
15,40.48,589.84,Month-to-month,Yes,DSL,Electronic check,3,0,Yes,1
19,99.8,1825.69,Month-to-month,Yes,DSL,Mailed check,2,0,No,1
26,93.85,2355.0,One year,No,DSL,Bank transfer,0,0,Yes,0
52,26.38,1343.35,Month-to-month,Yes,Fiber optic,Bank transfer,1,1,Yes,0
22,58.72,1244.19,One year,No,Fiber optic,Electronic check,1,1,No,0
21,48.28,954.95,Month-to-month,No,Fiber optic,Bank transfer,5,0,Yes,1
51,50.45,2415.98,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,0
38,118.29,4099.27,Month-to-month,Yes,No,Credit card,3,0,No,0
20,84.28,1648.42,Two year,No,Fiber optic,Bank transfer,2,0,No,0
29,91.77,2597.75,Month-to-month,No,No,Credit card,4,0,No,0
51,117.66,5548.39,One year,No,No,Credit card,1,0,Yes,0
4,57.72,227.71,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
55,100.18,5283.44,Month-to-month,No,Fiber optic,Mailed check,0,1,No,0
71,63.45,4270.1,Month-to-month,Yes,No,Bank transfer,0,1,Yes,0
28,106.95,2700.38,Month-to-month,Yes,No,Electronic check,1,0,No,1
4,38.07,142.88,Month-to-month,Yes,DSL,Electronic check,2,0,No,0
22,114.77,2434.21,Month-to-month,Yes,DSL,Electronic check,2,0,No,0
45,41.88,1713.05,One year,No,No,Electronic check,3,0,Yes,0
67,52.62,3335.01,Month-to-month,No,DSL,Mailed check,3,0,Yes,0
66,95.62,6306.78,One year,Yes,No,Electronic check,3,0,No,0
34,59.38,1961.69,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
55,80.82,4243.68,Month-to-month,Yes,DSL,Credit card,1,0,No,0
1,64.46,61.45,One year,No,DSL,Electronic check,0,0,No,1
38,94.24,3238.68,Month-to-month,No,DSL,Electronic check,1,1,Yes,0
6,42.83,255.88,Month-to-month,No,DSL,Mailed check,5,0,No,1
25,25.85,641.61,One year,No,Fiber optic,Bank transfer,1,0,Yes,0
17,49.99,822.84,Two year,Yes,Fiber optic,Credit card,2,0,Yes,0
61,67.43,3742.63,Month-to-month,No,No,Credit card,0,0,Yes,1
12,36.8,406.62,Month-to-month,No,Fiber optic,Bank transfer,1,1,No,1
6,55.48,305.71,Two year,No,Fiber optic,Credit card,2,0,Yes,1
27,60.0,1542.17,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
8,25.74,189.61,One year,No,Fiber optic,Electronic check,2,0,Yes,1
65,78.33,4936.57,Month-to-month,No,Fiber optic,Bank transfer,1,1,Yes,1
57,108.43,5899.44,Month-to-month,No,DSL,Mailed check,0,0,Yes,0
40,35.17,1268.6,One year,Yes,DSL,Mailed check,3,0,Yes,0
14,79.78,1088.33,Month-to-month,No,DSL,Credit card,0,0,No,1
35,86.47,2780.95,Month-to-month,No,DSL,Mailed check,2,0,Yes,1
48,61.93,2920.58,Month-to-month,No,Fiber optic,Mailed check,3,0,Yes,1
56,90.11,4720.71,One year,Yes,DSL,Mailed check,5,0,Yes,0
49,61.07,2794.52,One year,No,No,Mailed check,4,0,No,0
13,70.46,825.46,Month-to-month,Yes,No,Mailed check,3,0,Yes,0
61,20.74,1263.59,Month-to-month,No,No,Mailed check,1,0,No,0
49,89.17,4199.8,One year,No,No,Mailed check,1,1,No,0
46,86.13,3733.27,One year,No,DSL,Credit card,1,0,No,0
62,23.84,1344.55,One year,No,Fiber optic,Electronic check,0,0,No,0
8,56.83,440.96,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
43,117.9,4706.07,One year,Yes,No,Electronic check,3,0,No,0
20,62.07,1239.95,One year,No,No,Bank transfer,3,0,Yes,1
39,70.19,2723.87,Month-to-month,Yes,No,Electronic check,0,0,No,0
49,110.99,5294.55,Month-to-month,No,Fiber optic,Bank transfer,1,1,No,0
64,91.73,5853.74,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
62,78.21,4415.34,One year,No,DSL,Electronic check,4,0,Yes,0
54,99.78,5000.13,Month-to-month,No,DSL,Bank transfer,2,0,Yes,1
9,106.44,886.42,One year,Yes,Fiber optic,Electronic check,1,0,Yes,0
37,65.69,2204.98,Two year,Yes,Fiber optic,Credit card,1,0,Yes,0
49,67.51,3298.8,One year,No,No,Electronic check,2,0,Yes,0
41,58.61,2177.12,Two year,No,DSL,Bank transfer,1,0,Yes,0
17,116.67,1954.97,Two year,No,No,Mailed check,4,1,No,1
21,89.72,1840.44,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
51,28.32,1354.18,One year,No,No,Mailed check,1,0,No,0
59,106.3,5656.33,Month-to-month,Yes,No,Credit card,1,1,Yes,1
39,68.06,2390.52,Two year,No,No,Mailed check,2,0,No,0
55,26.88,1360.72,Month-to-month,Yes,DSL,Credit card,1,1,No,0
41,74.97,2918.2,Two year,Yes,No,Mailed check,2,0,Yes,0
39,61.72,2276.59,One year,No,DSL,Credit card,2,0,Yes,1
13,107.77,1342.91,One year,Yes,DSL,Credit card,1,0,Yes,0
64,40.4,2526.64,Month-to-month,Yes,Fiber optic,Electronic check,0,0,No,1
11,102.65,1058.84,Month-to-month,Yes,No,Mailed check,1,0,Yes,0
19,75.77,1318.75,One year,No,Fiber optic,Electronic check,1,0,Yes,0
11,25.46,274.46,Month-to-month,No,No,Bank transfer,3,0,Yes,0
46,117.18,5030.58,Two year,No,Fiber optic,Mailed check,0,1,Yes,0
45,71.26,2978.02,Month-to-month,No,DSL,Mailed check,2,0,No,0
1,49.09,47.93,One year,No,No,Mailed check,1,0,Yes,0
40,66.94,2659.97,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
19,105.79,1992.92,One year,No,No,Electronic check,4,1,Yes,0
61,50.49,2814.23,One year,Yes,DSL,Electronic check,5,0,No,0
12,39.27,447.83,Month-to-month,Yes,Fiber optic,Credit card,0,1,Yes,1
61,32.91,1825.4,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,1
33,49.79,1636.66,Month-to-month,No,DSL,Credit card,0,0,Yes,1
45,98.0,4063.92,One year,Yes,Fiber optic,Bank transfer,2,0,No,0
69,67.16,4262.13,Month-to-month,Yes,DSL,Electronic check,1,0,No,0
8,42.75,338.2,One year,Yes,DSL,Credit card,0,0,Yes,0
25,36.62,912.56,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
46,53.27,2376.33,Month-to-month,No,Fiber optic,Bank transfer,3,0,Yes,1
30,113.99,3119.11,Month-to-month,No,Fiber optic,Credit card,1,1,No,1
47,54.3,2420.89,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
49,118.81,5714.92,Month-to-month,Yes,No,Mailed check,1,1,Yes,0
47,68.52,3082.76,Two year,Yes,Fiber optic,Mailed check,2,0,Yes,0
18,37.92,623.35,Two year,No,Fiber optic,Credit card,3,1,Yes,0
66,109.11,6604.91,Month-to-month,Yes,Fiber optic,Credit card,1,0,Yes,0
68,66.04,4429.71,One year,No,Fiber optic,Mailed check,1,0,No,0
